mondo_id,provided_name,mondo_preferred_name,match_type,has_synonym_match,possible_name_conflict,action_recommendation,notes
MONDO:0975807,NOT_FOUND,"cholestasis, progressive familial intrahepatic, 13",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975808,NOT_FOUND,congenital myopathy 25,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975809,NOT_FOUND,microphthalmia/coloboma 13,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975826,NOT_FOUND,"arthrogryposis multiplex congenita 7, X-linked",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975827,NOT_FOUND,orofaciodigital syndrome 21,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0009302,NOT_FOUND,XY type gonadal dysgenesis-associated anomalies syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975828,NOT_FOUND,"intellectual developmental disorder, X-linked 114",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975829,NOT_FOUND,"anemia, congenital dyserythropoietic, type IVb",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975830,NOT_FOUND,"myopathy with myalgia, increased serum creatine kinase, and with or without episodic rhabdomyolysis 2",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975832,NOT_FOUND,immunodeficiency 127,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975833,NOT_FOUND,"leukodystrophy, hypomyelinating, 28",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975834,NOT_FOUND,immunodeficiency 128,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975835,NOT_FOUND,bronchiectasis and nasal polyposis,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975836,NOT_FOUND,Karayol-Borroto-Haghshenas neurodevelopmental syndrome,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975837,NOT_FOUND,"neurodegeneration, infantile-onset, with optic atrophy and brain abnormalities",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0975838,NOT_FOUND,"intellectual developmental disorder, autosomal dominant 75",unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
MONDO:0015261,NOT_FOUND,pseudopelade of Brocq,unknown,False,False,provide_mondo_name_mapping,mondo_name_mapping.csv/xlsx was not provided; provided_name remains NOT_FOUND.
